id,DateTime,Product Name,Purchase Price,Membership?
73,2020-02-11 13:00:43,Longos - Lasagna Beef,$24.63,true
74,2020-02-29 02:26:13,"Glass - Wine, Plastic, Clear 5 Oz",$21.88,true
75,2020-03-18 00:11:56,Lamb Rack Frenched Australian,$19.23,true
76,2020-02-15 18:52:09,Watercress,$14.28,false
77,2020-03-29 03:11:54,Crackers - Soda / Saltins,$6.87,true
78,2020-01-05 05:12:28,Pickles - Gherkins,$11.34,true
79,2020-01-06 20:31:58,Baking Soda,$32.07,false
80,2020-01-09 01:25:17,Chevril,$17.97,false
81,2020-03-27 16:18:36,Chocolate - Dark,$21.16,false
82,2020-03-17 17:41:21,Pepper - Green Thai,$20.21,false
83,2020-02-02 01:07:29,Thyme - Fresh,$24.07,false
84,2020-01-09 22:46:21,Beets - Mini Golden,$19.40,false
85,2020-03-08 04:14:56,Milk - Homo,$38.67,true
86,2020-03-11 07:23:37,Shrimp - 31/40,$24.97,true
87,2020-03-22 19:22:53,Wine - Magnotta - Belpaese,$7.01,false
88,2020-03-02 18:15:33,Onions - Green,$37.20,true
89,2020-02-20 11:55:54,Coffee - 10oz Cup 92961,$18.95,true
90,2020-03-14 23:41:07,Longos - Grilled Salmon With Bbq,$28.55,false
91,2020-01-19 01:29:41,Vector Energy Bar,$16.55,false
92,2020-01-14 18:35:59,Wine - Prosecco Valdobiaddene,$9.95,true
93,2020-01-11 08:44:13,Pepper - Red Chili,$24.15,true
94,2020-02-24 17:36:05,Cranberry Foccacia,$33.38,false
95,2020-02-27 23:04:07,Flour - Teff,$28.63,true
96,2020-02-22 07:56:55,"Rice Pilaf, Dry,package",$12.83,false
97,2020-03-14 10:34:02,Clam Nectar,$5.83,false
98,2020-01-22 07:26:55,Smirnoff Green Apple Twist,$12.34,false
99,2020-02-29 18:44:58,"Soup - Knorr, Country Bean",$29.05,true
100,2020-01-29 03:50:53,Teriyaki Sauce,$5.47,false
101,2020-01-11 18:24:42,Bread - Wheat Baguette,$7.04,true
102,2020-02-09 07:18:12,"Pork - Loin, Center Cut",$31.80,true
103,2020-02-09 04:10:29,"Flour - Corn, Fine",$10.00,true
104,2020-01-24 16:19:34,Cookies - Fortune,$14.14,true
105,2020-02-12 06:59:41,Beef - Inside Round,$23.88,false
106,2020-03-31 21:34:55,"7up Diet, 355 Ml",$8.94,true
107,2020-01-13 06:52:47,Honey - Liquid,$28.59,false
108,2020-02-04 01:22:12,"Oil - Shortening,liqud, Fry",$32.92,false
109,2020-02-09 18:42:26,Sambuca - Ramazzotti,$33.52,true
110,2020-01-31 11:56:55,"Yogurt - Banana, 175 Gr",$5.52,false
111,2020-03-16 01:55:20,"Beef - Outside, Round",$31.51,false
112,2020-02-04 19:22:28,Garam Marsala,$7.97,true
113,2020-03-08 03:26:56,Cumin - Whole,$12.03,false
114,2020-02-03 03:00:46,"Squash - Pattypan, Yellow",$19.71,false
115,2020-02-01 11:49:01,"Basil - Dry, Rubbed",$36.65,true
116,2020-01-17 01:33:59,Chicken - Whole Fryers,$37.08,false
117,2020-03-31 19:00:40,Cheese - Valancey,$29.31,true
118,2020-03-02 21:02:00,Mousse - Banana Chocolate,$27.34,false
119,2020-02-18 15:50:50,Juice - Apple 284ml,$24.88,false
120,2020-03-18 11:35:28,Carbonated Water - Cherry,$27.62,true
121,2020-02-07 19:55:17,"Nut - Almond, Blanched, Sliced",$35.62,true
122,2020-01-17 17:28:46,Artichoke - Fresh,$37.51,false
123,2020-03-10 22:27:24,Lotus Rootlets - Canned,$13.71,true
124,2020-03-22 14:19:43,Wonton Wrappers,$20.26,false
125,2020-01-05 06:40:56,Loquat,$14.91,true
126,2020-01-17 16:25:23,Cheese - St. Paulin,$27.29,true
127,2020-01-14 01:05:28,Wine - Pinot Noir Mondavi Coastal,$26.36,false
128,2020-02-29 16:39:24,Beer - Moosehead,$18.19,true
129,2020-02-02 14:13:12,Grapes - Green,$24.98,true
130,2020-01-15 17:50:15,Chocolate Bar - Reese Pieces,$6.77,true
131,2020-03-12 08:20:54,Wine - Montecillo Rioja Crianza,$14.23,false
132,2020-01-02 21:20:56,Carbonated Water - Strawberry,$18.75,true
133,2020-01-27 16:37:29,Chocolate - Compound Coating,$32.61,true
134,2020-02-28 01:36:45,Rappini - Andy Boy,$27.07,false
135,2020-03-31 18:31:12,Carbonated Water - Blackberry,$10.62,false
136,2020-02-04 23:22:45,Chocolate Bar - Reese Pieces,$37.39,true
137,2020-03-14 15:23:59,Mayonnaise,$22.19,true
138,2020-03-18 17:15:38,Beans - Wax,$12.60,true
139,2020-03-23 18:28:26,Pork - Ham Hocks - Smoked,$13.79,true
140,2020-01-11 06:53:21,Appetizer - Crab And Brie,$6.26,false
141,2020-02-19 01:24:25,"Tarragon - Primerba, Paste",$7.67,true
142,2020-02-23 07:18:16,Silicone Parch. 16.3x24.3,$22.10,false
143,2020-03-12 12:21:08,Cup - 4oz Translucent,$31.35,true
144,2020-01-05 18:00:31,"Oil - Shortening,liqud, Fry",$39.91,true
145,2020-01-29 20:06:43,Pear - Prickly,$39.45,false
146,2020-03-14 00:09:55,Grenadillo,$20.32,false
147,2020-01-02 02:24:04,Chutney Sauce,$33.55,false
148,2020-01-22 02:13:07,Yokaline,$12.03,true
149,2020-03-12 10:25:16,Soup - Base Broth Chix,$10.28,false
150,2020-01-27 11:14:11,Cinnamon Rolls,$19.87,true
151,2020-01-16 03:19:39,Myers Planters Punch,$29.20,true
152,2020-02-15 22:03:41,Cheese - Camembert,$7.37,true
153,2020-02-08 16:40:47,V8 Splash Strawberry Kiwi,$16.03,true
154,2020-03-13 15:59:56,Chicken - Whole Roasting,$7.54,false
155,2020-01-19 06:46:58,Cumin - Ground,$10.51,true
156,2020-03-16 00:08:25,Veal - Knuckle,$7.16,true
157,2020-03-09 14:55:40,Avocado,$7.44,true
158,2020-03-14 13:55:01,Cream Of Tartar,$21.51,false
159,2020-02-08 17:10:47,Pears - Fiorelle,$32.83,true
160,2020-02-13 04:39:42,"Star Anise, Whole",$39.55,true
161,2020-03-25 05:06:22,Wine - Muscadet Sur Lie,$6.69,true
162,2020-02-16 03:18:13,Cheese - Oka,$37.16,false
163,2020-01-14 06:21:45,"Cheese - Boursin, Garlic / Herbs",$7.36,true
164,2020-03-26 11:57:01,Nougat - Paste / Cream,$35.66,false
165,2020-01-24 10:31:33,"Oil - Truffle, White",$16.31,true
166,2020-02-22 12:18:30,Veal - Loin,$22.45,false
167,2020-01-04 05:20:57,Cheese - Augre Des Champs,$29.31,false
168,2020-01-20 13:33:17,Chicken - Ground,$27.57,true
169,2020-03-28 16:05:17,"Lid - Translucent, 3.5 And 6 Oz",$17.48,false
170,2020-01-23 03:17:38,Beef - Kobe Striploin,$11.12,true
171,2020-01-28 23:43:16,Coconut - Whole,$5.30,false
172,2020-02-06 00:22:58,Lamb - Bones,$10.02,false
173,2020-01-25 16:24:29,Peas Snow,$14.02,true
174,2020-02-24 08:38:20,Bread - French Stick,$18.93,true
175,2020-01-04 11:08:06,Poppy Seed,$14.76,true
176,2020-03-31 06:40:32,"Turkey - Breast, Smoked",$19.04,true
177,2020-01-11 09:54:29,Wine - Chateau Bonnet,$29.24,true
178,2020-02-07 02:56:24,Mini - Vol Au Vents,$12.13,true
179,2020-02-01 19:30:14,Flower - Daisies,$8.70,false
180,2020-02-15 15:35:37,Beans - French,$17.84,false
181,2020-03-27 01:48:29,Juice - Apple 284ml,$26.10,false
182,2020-01-30 08:45:24,Bagelers - Cinn / Brown,$23.11,true
183,2020-01-15 01:48:12,Onion - Dried,$21.98,true
184,2020-03-05 08:44:15,Beef - Ground Medium,$5.73,false
185,2020-03-09 08:29:17,Pepsi - 600ml,$10.15,true
186,2020-03-27 02:39:28,Beef - Tenderloin Tails,$26.50,true
187,2020-03-19 22:14:51,Chicken - Whole Fryers,$35.34,false
188,2020-01-25 07:57:33,Wine - Gewurztraminer Pierre,$8.40,false
189,2020-03-05 01:51:26,Wine - Blue Nun Qualitatswein,$33.23,true
190,2020-02-22 20:58:15,Rosemary - Dry,$8.72,false
191,2020-03-23 23:55:31,Food Colouring - Pink,$37.56,true
192,2020-01-03 03:22:31,Napkin - Beverage 1 Ply,$15.96,false
193,2020-02-04 11:24:03,Bagel - 12 Grain Preslice,$26.74,true
194,2020-01-26 10:25:15,Lettuce - Spring Mix,$35.96,false
195,2020-02-16 22:20:40,Wine - Masi Valpolocell,$9.20,true
196,2020-02-08 16:49:59,Onions - White,$21.71,false
197,2020-02-09 11:21:35,"Pasta - Bauletti, Chicken White",$23.60,true
198,2020-02-05 06:13:22,Chicken Thigh - Bone Out,$30.39,true
199,2020-03-30 06:21:14,Baking Powder,$7.87,true
200,2020-01-23 10:35:00,The Pop Shoppe - Black Cherry,$32.53,true
201,2020-03-05 10:48:58,Cheese - Sheep Milk,$6.55,false
202,2020-02-05 15:40:06,Cake - Cake Sheet Macaroon,$29.89,true
203,2020-03-14 21:18:23,Cup - 8oz Coffee Perforated,$9.45,false
204,2020-02-29 13:27:58,Mussels - Frozen,$18.59,true
205,2020-01-04 03:29:25,Wine - Mondavi Coastal Private,$39.28,true
206,2020-01-09 07:10:51,Lemonade - Pineapple Passion,$11.05,true
207,2020-02-04 07:45:52,Soup - Campbells Beef Strogonoff,$7.70,false
208,2020-01-25 12:34:48,Vinegar - Champagne,$27.96,false
209,2020-01-30 09:17:20,Longos - Grilled Salmon With Bbq,$27.58,true
210,2020-01-24 02:15:09,Spice - Chili Powder Mexican,$31.27,true
211,2020-01-24 22:07:24,Jam - Apricot,$36.19,false
212,2020-03-24 17:31:09,Vegetable - Base,$35.97,true
213,2020-02-04 00:58:51,Squid - Tubes / Tenticles 10/20,$33.86,false
214,2020-02-21 11:12:35,Crab Meat Claw Pasteurise,$31.13,true
215,2020-01-26 18:15:10,Soup - Chicken And Wild Rice,$25.80,false
216,2020-02-14 16:28:51,"Wine - Niagara,vqa Reisling",$31.43,false
217,2020-02-08 21:51:54,Squid - U 5,$34.44,false
218,2020-01-20 04:46:24,Crackers Cheez It,$21.68,false
219,2020-03-17 02:39:05,"Veal - Round, Eye Of",$5.66,false
220,2020-03-15 07:51:35,Pears - Bartlett,$31.89,false
221,2020-02-18 18:03:31,Huck White Towels,$30.28,false
222,2020-01-10 17:26:49,"Mushroom - Shitake, Dry",$13.32,true
223,2020-02-03 18:47:08,"Carrots - Purple, Organic",$22.99,false
224,2020-01-30 10:52:52,Extract Vanilla Pure,$10.40,true
225,2020-01-06 09:39:58,"Seedlings - Mix, Organic",$8.95,false
226,2020-01-16 21:49:20,Ham - Procutinni,$25.01,true
227,2020-03-08 00:22:46,Wine - Bouchard La Vignee Pinot,$25.04,false
228,2020-01-07 16:26:22,Broom Handle,$9.60,false
229,2020-03-06 02:12:07,Beer - Rickards Red,$19.51,true
230,2020-03-09 17:25:26,Broom Handle,$5.33,true
231,2020-01-06 10:44:43,Sugar - Monocystal / Rock,$26.36,true
232,2020-02-21 10:24:44,"Star Anise, Whole",$11.17,false
233,2020-01-31 04:30:28,Carrots - Jumbo,$11.50,false
234,2020-01-08 01:37:58,"Basil - Dry, Rubbed",$27.05,true
235,2020-03-10 13:11:19,Rambutan,$35.87,false
236,2020-02-12 19:58:01,Shortbread - Cookie Crumbs,$19.62,false
237,2020-03-31 09:41:23,Bread - Frozen Basket Variety,$33.19,true
238,2020-01-14 12:28:28,Pie Shell - 9,$35.02,true
239,2020-02-07 09:10:46,Tomatoes - Roma,$38.40,true
240,2020-02-02 22:45:05,Cheese - Grie Des Champ,$21.52,true
241,2020-02-18 20:12:59,Sherbet - Raspberry,$27.27,false
242,2020-03-12 21:46:41,Sachet,$21.93,false
243,2020-03-03 04:41:39,Macaroons - Homestyle Two Bit,$16.71,false
244,2020-01-25 00:37:42,Longos - Burritos,$38.62,false
245,2020-01-10 21:16:42,"Wine - Red, Gamay Noir",$7.19,true
246,2020-02-03 09:52:38,Sugar - Invert,$38.93,true
247,2020-03-16 02:38:52,"Pasta - Cappellini, Dry",$29.52,true
248,2020-01-06 04:28:56,Lettuce - Red Leaf,$15.18,true
249,2020-01-27 15:42:06,"Asparagus - White, Canned",$32.73,false
250,2020-03-03 02:28:15,Nantucket Pine Orangebanana,$6.00,false
251,2020-03-24 15:57:26,Milk - 2% 250 Ml,$12.93,true
252,2020-03-01 05:08:59,Muffin - Mix - Bran And Maple 15l,$14.75,true
253,2020-02-05 03:42:29,Muffin - Mix - Mango Sour Cherry,$27.10,true
254,2020-03-20 01:25:51,Sprouts - China Rose,$22.72,false
255,2020-02-29 23:27:39,Wine - Prosecco Valdobienne,$24.52,true
256,2020-03-07 15:29:01,Food Colouring - Green,$33.50,true
257,2020-03-03 01:25:25,Pepsi - 600ml,$17.79,false
258,2020-01-16 06:09:00,"Nut - Walnut, Chopped",$15.23,true
259,2020-02-27 18:14:59,Triple Sec - Mcguinness,$10.51,true
260,2020-02-15 23:45:26,"Melon - Watermelon, Seedless",$23.54,true
261,2020-03-14 16:11:24,Shrimp - 100 / 200 Cold Water,$16.58,true
262,2020-01-03 18:55:56,Juice - Prune,$25.40,false
263,2020-02-23 16:20:21,Bacardi Raspberry,$28.31,false
264,2020-03-10 00:23:42,Chevril,$17.07,true
265,2020-01-26 01:16:16,Bar Energy Chocchip,$22.30,false
266,2020-01-20 06:51:55,"Crush - Grape, 355 Ml",$16.38,true
267,2020-03-30 17:46:01,Goulash Seasoning,$15.18,true
268,2020-02-03 11:42:44,Celery,$6.52,true
269,2020-01-26 17:28:39,Wild Boar - Tenderloin,$17.64,false
270,2020-03-06 14:03:48,Chicken - Livers,$5.76,false
271,2020-02-13 21:37:54,Squeeze Bottle,$12.62,true
272,2020-03-05 02:18:38,Cherries - Frozen,$33.51,true
273,2020-01-24 13:45:06,Steampan Lid,$14.08,false
274,2020-01-24 18:58:31,Flax Seed,$37.12,false
275,2020-03-17 12:58:07,Goat - Whole Cut,$21.92,true
276,2020-01-05 16:42:38,"Olives - Green, Pitted",$31.81,false
277,2020-01-05 05:19:48,Lady Fingers,$13.05,false
278,2020-03-05 22:00:43,Black Currants,$6.62,true
279,2020-01-21 13:35:34,Lamb - Shanks,$35.58,true
280,2020-03-04 06:52:02,"Fish - Halibut, Cold Smoked",$18.55,true
281,2020-01-04 22:14:58,Wine - Muscadet Sur Lie,$10.91,true
282,2020-02-19 21:00:39,Squid Ink,$5.55,true
283,2020-02-27 14:03:50,Gatorade - Lemon Lime,$29.09,true
284,2020-01-04 14:01:45,Wine - Merlot Vina Carmen,$36.29,false
285,2020-01-20 11:51:02,"Rum - White, Gg White",$36.85,false
286,2020-03-03 23:39:24,"Jam - Marmalade, Orange",$38.14,true
287,2020-03-15 21:47:34,White Fish - Filets,$21.43,false
288,2020-03-20 09:10:17,Gelatine Leaves - Envelopes,$27.13,false
289,2020-03-27 05:19:14,Water - Tonic,$15.41,true
290,2020-01-06 13:54:35,Soup Knorr Chili With Beans,$11.97,true
291,2020-02-09 04:25:27,"Tart Shells - Savory, 4",$16.96,false
292,2020-02-20 15:29:49,Bread - Granary Small Pull,$26.12,true
293,2020-01-26 18:23:47,Oil - Macadamia,$31.01,true
294,2020-02-23 22:56:44,English Muffin,$9.36,true
295,2020-02-20 23:29:36,Sweet Pea Sprouts,$28.45,false
296,2020-01-27 21:23:29,Muffin - Zero Transfat,$14.06,true
297,2020-01-13 11:50:27,Bagel - Everything,$21.31,false
298,2020-02-02 19:28:36,"Cheese - Brie,danish",$39.80,true
299,2020-02-11 21:20:45,Sage - Rubbed,$36.89,false
300,2020-03-18 01:29:30,Bagelers,$9.98,true
301,2020-01-06 01:04:05,"Pasta - Fett Alfredo, Single Serve",$29.32,false
302,2020-02-21 02:10:08,Sugar - Brown,$8.92,true
303,2020-01-17 18:02:36,"Butter - Salted, Micro",$28.75,true
304,2020-02-16 14:30:05,Soup Campbells Mexicali Tortilla,$11.37,true
305,2020-02-29 04:35:59,"Beans - Fava, Canned",$30.59,false
306,2020-03-06 04:41:32,"Shrimp - 16/20, Iqf, Shell On",$18.46,false
307,2020-02-24 23:56:48,Petit Baguette,$9.84,true
308,2020-02-26 22:00:04,Ginger - Pickled,$8.33,true
309,2020-02-16 17:20:52,Bread - French Stick,$7.31,true
310,2020-01-15 15:51:06,Tea - English Breakfast,$34.13,false
311,2020-03-30 04:20:54,Amarula Cream,$23.62,false
312,2020-02-18 23:37:02,"Wine - Mas Chicet Rose, Vintage",$39.52,false
313,2020-03-13 14:49:54,"Lemonade - Black Cherry, 591 Ml",$21.49,false
314,2020-03-21 16:06:58,Cheese Cheddar Processed,$26.75,true
315,2020-03-12 08:18:33,Sauce - Soy Low Sodium - 3.87l,$22.76,true
316,2020-03-05 18:07:37,Whmis - Spray Bottle Trigger,$27.31,true
317,2020-03-03 19:22:19,Rhubarb,$34.41,true
318,2020-03-19 00:46:11,Island Oasis - Peach Daiquiri,$23.32,false
319,2020-01-18 12:32:23,Tea - Lemon Green Tea,$8.00,false
320,2020-01-17 21:51:39,"Wine - White, Riesling, Henry Of",$6.33,true
321,2020-03-15 10:47:32,Thyme - Dried,$35.34,true
322,2020-02-25 18:50:51,Cognac - Courvaisier,$22.93,false
323,2020-03-29 13:26:02,Clam - Cherrystone,$39.37,false
324,2020-02-21 16:52:09,Lamb - Loin Chops,$30.18,true
325,2020-02-05 08:57:43,Cheese - Le Cheve Noir,$8.64,false
326,2020-01-06 01:02:24,Peach - Halves,$13.12,true
327,2020-03-29 19:27:33,Vaccum Bag - 14x20,$36.76,true
328,2020-02-10 14:26:12,"Vermacelli - Sprinkles, Assorted",$18.90,false
329,2020-03-28 02:38:42,Fond - Neutral,$14.79,true
330,2020-01-26 15:51:06,"Peas - Pigeon, Dry",$35.82,false
331,2020-03-23 04:38:05,Ecolab Silver Fusion,$29.19,false
332,2020-03-06 03:30:41,Smoked Tongue,$9.63,true
333,2020-03-28 14:54:27,Veal - Osso Bucco,$34.95,true
334,2020-02-12 23:44:09,Cornflakes,$14.44,true
335,2020-01-13 10:21:57,Arrowroot,$7.20,false
336,2020-01-21 14:55:46,Fuji Apples,$22.31,true
337,2020-03-02 08:51:32,Soupcontfoam16oz 116con,$25.23,true
338,2020-01-16 20:13:49,Milk - Skim,$39.34,true
339,2020-01-24 16:40:21,Mace,$12.45,true
340,2020-02-20 15:35:32,V8 Pet,$14.99,false
341,2020-01-12 09:58:26,Juice - V8 Splash,$14.45,false
342,2020-02-05 20:48:12,Ecolab - Power Fusion,$31.23,true
343,2020-01-23 19:18:14,Ice Cream - Super Sandwich,$11.28,false
344,2020-03-11 14:12:24,Soup - Base Broth Beef,$23.71,true
345,2020-01-21 05:37:53,Appetizer - Asian Shrimp Roll,$13.48,true
346,2020-01-14 04:11:22,Pork Casing,$14.61,false
347,2020-03-11 05:59:35,Cheese - Ermite Bleu,$21.46,false
348,2020-03-24 15:42:03,Rice - Long Grain,$21.23,true
349,2020-02-16 10:26:33,Sauce - Caesar Dressing,$31.89,true
350,2020-02-10 05:29:39,"Wine - Magnotta, White",$17.41,true
351,2020-01-21 14:20:49,Pastry - Choclate Baked,$39.47,true
352,2020-03-31 21:44:28,Chocolate - Unsweetened,$36.34,false
353,2020-01-27 19:51:05,Lettuce Romaine Chopped,$21.24,true
354,2020-01-19 08:34:42,Cake - Mini Potato Pancake,$5.27,false
355,2020-01-29 07:37:33,Coriander - Ground,$31.11,true
356,2020-02-10 02:06:19,Curry Powder Madras,$30.88,true
357,2020-03-06 08:25:21,Cocktail Napkin Blue,$35.85,true
358,2020-01-19 13:57:58,"Carrots - Purple, Organic",$39.48,true
359,2020-02-19 05:22:06,"Tart Shells - Sweet, 4",$19.19,false
360,2020-01-06 20:36:04,Lettuce - Boston Bib,$5.20,false
361,2020-03-26 18:37:51,Lemon Pepper,$16.54,true
362,2020-01-22 06:25:43,Soho Lychee Liqueur,$7.66,false
363,2020-03-26 14:53:13,Mushroom Morel Fresh,$34.16,false
364,2020-03-03 06:53:14,Bread Crumbs - Panko,$15.02,true
365,2020-01-10 19:08:12,Pastry - Banana Muffin - Mini,$23.31,true
366,2020-03-26 08:09:41,Slt - Individual Portions,$9.41,false
367,2020-02-07 13:18:04,Lady Fingers,$9.46,false
368,2020-03-11 19:11:00,Wine - Savigny - Les - Beaune,$22.03,true
369,2020-02-21 10:22:10,Pork - Smoked Kassler,$13.23,true
370,2020-03-01 19:45:34,Pate - Peppercorn,$34.60,true
371,2020-03-16 13:04:07,Shrimp - 100 / 200 Cold Water,$8.67,false
372,2020-01-01 07:43:47,Glucose,$7.05,true
373,2020-03-24 12:40:27,Broccoli - Fresh,$22.43,false
374,2020-03-14 05:03:42,Cut Wakame - Hanawakaba,$8.02,true
375,2020-03-30 21:38:42,"Stock - Veal, Brown",$9.86,false
376,2020-01-18 02:15:09,Rootbeer,$28.28,false
377,2020-03-12 20:49:07,Coffee - Cafe Moreno,$34.27,true
378,2020-03-20 21:46:43,Plastic Wrap,$20.11,true
379,2020-03-15 00:35:37,"Salsify, Organic",$17.68,true
380,2020-01-02 06:58:14,Glucose,$5.96,true
381,2020-01-15 11:46:43,Bread Ww Cluster,$7.87,false
382,2020-01-02 05:58:32,Chicken - Wieners,$9.38,true
383,2020-03-01 20:01:49,Potato - Sweet,$9.09,false
384,2020-03-31 18:15:29,Wine - Alsace Gewurztraminer,$6.30,true
385,2020-02-26 11:38:28,Tea Peppermint,$19.59,true
386,2020-01-23 12:34:38,Wine - Shiraz Wolf Blass Premium,$25.24,true
387,2020-03-18 14:06:09,Appetizer - Assorted Box,$35.48,false
388,2020-02-17 06:03:50,Wine - Prosecco Valdobiaddene,$38.05,true
389,2020-02-28 01:55:12,"Salmon - Atlantic, Skin On",$32.23,true
390,2020-03-29 19:37:40,Rabbit - Frozen,$37.79,true
391,2020-03-24 09:53:47,Spice - Peppercorn Melange,$29.27,true
392,2020-01-14 22:35:03,Pastry - Banana Tea Loaf,$13.87,true
393,2020-03-21 14:19:13,Hold Up Tool Storage Rack,$19.64,true
394,2020-03-23 16:06:14,Bread Roll Foccacia,$25.96,true
395,2020-01-28 18:59:45,Rosemary - Fresh,$28.35,false
396,2020-03-27 19:33:34,Pie Filling - Pumpkin,$19.72,false
397,2020-02-21 21:50:35,"Lemonade - Strawberry, 591 Ml",$22.21,false
398,2020-03-31 02:38:46,Cookie Trail Mix,$20.19,false
399,2020-02-28 08:52:46,Beef - Top Sirloin,$9.05,true
400,2020-01-23 04:44:14,Pepper - Sorrano,$11.64,false
401,2020-01-07 09:38:26,Cake Sheet Combo Party Pack,$38.37,true
402,2020-01-18 13:47:54,Appetizer - Sausage Rolls,$37.71,false
403,2020-02-05 03:45:58,Appetizer - Smoked Salmon / Dill,$38.62,true
