id,DateTime,Product Name,Purchase Price,Membership?,ip_address
66,2020-07-20 15:14:41,Skewers - Bamboo,$37.30,false,6.229.214.218
67,2020-05-14 20:31:11,Maintenance Removal Charge,$17.53,false,154.37.153.62
68,2020-11-03 18:27:53,Pastrami,$9.73,true,178.211.22.135
69,2020-11-22 14:27:00,Tuna - Sushi Grade,$13.81,true,125.177.165.153
70,2021-01-30 08:40:31,Bandage - Fexible 1x3,$20.43,true,93.162.229.64
71,2020-05-08 17:04:44,Cookie Dough - Double,$35.31,false,72.153.188.253
72,2020-04-12 04:04:26,Bread - Sour Batard,$10.13,false,124.60.240.198
73,2020-09-02 22:58:40,Wasabi Paste,$27.58,false,20.37.236.187
74,2020-08-05 03:36:20,Chicken Thigh - Bone Out,$15.99,false,186.237.68.243
75,2020-02-28 21:46:53,Bag - Clear 7 Lb,$25.88,true,214.21.228.34
76,2020-03-18 17:58:45,Wine - Chardonnay South,$11.16,false,32.188.119.15
77,2020-07-10 10:07:35,Chicken - White Meat With Tender,$38.70,false,153.226.103.102
78,2020-08-14 07:49:41,Bag Stand,$25.55,true,191.74.199.186
79,2020-11-19 13:20:53,Octopus,$38.87,false,192.231.102.243
80,2020-04-03 13:12:54,Salad Dressing,$39.24,false,14.44.189.138
81,2020-12-02 12:01:52,"Cherries - Maraschino,jar",$9.36,true,234.149.154.81
82,2021-02-10 18:57:01,Beef - Top Sirloin - Aaa,$13.76,false,150.215.39.164
83,2020-12-01 20:51:46,Tart - Butter Plain Squares,$17.22,true,225.124.64.76
84,2020-04-09 10:35:25,Cocoa Feuilletine,$11.51,true,69.184.151.190
85,2020-04-27 13:45:06,Cheese - St. Paulin,$9.74,false,185.119.163.213
86,2020-08-30 20:16:56,Maple Syrup,$37.07,true,147.33.162.24
87,2020-08-06 19:55:27,Fennel,$5.56,true,76.175.52.76
88,2020-10-21 14:30:49,Table Cloth 81x81 White,$32.86,false,190.91.225.37
89,2020-12-03 05:31:24,"Stock - Chicken, White",$29.16,true,8.156.227.1
90,2021-01-23 03:38:44,Tomato - Green,$21.70,false,168.153.232.244
91,2020-08-26 11:25:37,Cheese - Camembert,$10.51,false,111.247.50.186
92,2020-05-13 14:32:57,Muffin - Zero Transfat,$14.33,true,55.24.201.10
93,2020-10-06 18:48:11,Dasheen,$6.12,true,247.203.22.93
94,2020-04-28 09:20:04,Cream - 18%,$24.66,false,3.34.22.248
95,2020-08-03 14:58:59,Wine - Sauvignon Blanc,$6.52,false,108.4.36.208
96,2020-03-12 07:09:26,"Veal - Inside, Choice",$29.62,false,206.216.228.150
97,2020-11-22 19:59:13,Longos - Greek Salad,$25.84,true,74.236.57.83
98,2020-03-11 17:08:17,"Champagne - Brights, Dry",$19.54,true,111.2.17.142
99,2020-09-02 00:45:19,Fudge - Chocolate Fudge,$38.60,false,166.209.176.140
100,2021-03-03 14:55:32,Wine - Red Oakridge Merlot,$27.83,true,53.127.224.178
101,2020-03-16 21:24:21,Sunflower Seed Raw,$31.33,false,66.189.200.196
102,2020-03-30 17:00:57,Curry Paste - Madras,$30.44,false,238.5.161.128
103,2020-02-28 14:52:41,Tomato - Tricolor Cherry,$26.09,false,142.102.134.186
104,2020-06-14 21:00:48,Laundry - Bag Cloth,$12.83,true,201.196.87.227
105,2020-09-16 20:03:42,Flour - All Purpose,$20.74,false,216.53.164.178
106,2020-10-22 07:59:47,"Wine - Red, Cabernet Sauvignon",$19.94,false,118.9.33.130
107,2020-10-08 19:18:49,Chips Potato All Dressed - 43g,$30.05,true,77.97.147.101
108,2020-07-02 08:40:21,Wine - Maipo Valle Cabernet,$13.56,true,167.30.246.145
109,2020-06-02 23:01:37,Wine - Prosecco Valdobiaddene,$5.12,false,163.247.237.160
110,2020-08-13 18:19:07,Bread - Raisin,$39.88,true,35.250.175.141
111,2021-01-15 04:54:31,"Beef - Tongue, Fresh",$9.60,false,212.67.72.13
112,2021-01-28 12:31:44,Broom - Push,$32.63,false,126.111.116.168
113,2020-05-05 04:35:21,Beef - Ground Medium,$38.43,false,151.220.11.63
114,2020-11-07 17:48:05,Bread - Olive Dinner Roll,$31.42,false,197.230.254.200
115,2021-02-12 02:06:27,Quail - Jumbo Boneless,$25.98,true,109.5.38.183
116,2020-03-10 08:33:04,"Beef - Chuck, Boneless",$24.59,false,80.48.193.65
117,2020-03-11 12:07:08,"Juice - Apple, 341 Ml",$39.14,false,20.230.13.161
118,2021-01-10 09:08:47,Peppercorns - Green,$29.08,false,46.101.34.221
119,2020-11-08 11:35:11,"Sauce - Soya, Light",$33.12,true,34.198.251.20
120,2020-12-13 01:08:05,"Pasta - Fettuccine, Dry",$28.64,false,58.90.116.20
121,2020-05-03 01:03:01,Tea Leaves - Oolong,$12.90,true,157.33.191.250
122,2020-04-07 09:02:46,"Tortillas - Flour, 10",$5.72,false,15.140.111.65
123,2020-10-20 21:47:56,"Pasta - Gnocchi, Potato",$36.40,false,5.195.40.210
124,2020-12-22 01:33:45,Puree - Pear,$28.95,false,221.75.53.209
125,2020-10-04 12:18:34,Beer - Blue,$6.81,false,173.83.253.189
126,2020-11-26 04:48:33,"Lid - 10,12,16 Oz",$25.32,true,130.1.213.250
127,2020-09-14 18:24:51,Sauce - Sesame Thai Dressing,$30.03,false,136.80.231.99
128,2020-12-09 15:15:31,Buffalo - Tenderloin,$16.69,false,123.225.159.243
129,2020-05-04 21:48:04,Towel Multifold,$9.16,false,92.228.1.97
130,2020-12-21 23:47:27,Cakes Assorted,$29.67,true,129.25.46.134
131,2020-09-17 08:31:27,Eel Fresh,$31.55,false,57.130.131.158
132,2020-03-31 05:29:48,Tea - Vanilla Chai,$35.09,false,131.142.59.186
133,2020-04-21 03:58:12,"Pepper - Red, Finger Hot",$15.71,false,15.171.226.58
134,2020-10-29 07:49:30,"Wine - Red, Mouton Cadet",$15.96,false,61.226.221.10
135,2020-05-13 18:06:44,Bar Bran Honey Nut,$20.49,false,0.72.155.145
136,2020-08-13 14:28:01,Yogurt - French Vanilla,$17.08,false,174.169.92.211
137,2020-08-10 19:05:22,"Shrimp - Baby, Cold Water",$20.18,false,31.216.193.173
138,2020-12-29 18:02:28,"Turkey - Breast, Boneless Sk On",$17.19,true,237.85.185.231
139,2020-10-07 16:24:57,Spinach - Frozen,$26.12,false,155.69.17.225
140,2020-06-24 15:44:39,Longos - Grilled Salmon With Bbq,$29.87,false,4.126.245.76
141,2020-10-09 13:26:43,Cheese - Roquefort Pappillon,$22.90,false,250.251.145.255
142,2021-02-24 16:44:14,"Pasta - Gnocchi, Potato",$21.29,false,33.77.247.73
143,2020-07-02 16:21:22,Wine - Champagne Brut Veuve,$17.70,true,154.102.167.104
144,2020-12-01 23:20:44,"Pepper - Paprika, Spanish",$5.43,true,202.132.63.112
145,2020-03-06 06:13:02,"Napkin - Cocktail,beige 2 - Ply",$35.67,true,152.246.195.148
146,2020-09-30 09:33:45,"Wine - Red, Antinori Santa",$12.56,true,204.208.159.213
147,2020-05-09 03:18:42,Sambuca - Ramazzotti,$14.60,false,248.177.162.77
148,2021-01-07 00:46:16,Beef - Flank Steak,$23.44,false,244.97.230.128
149,2021-03-02 12:28:41,Blueberries,$20.15,true,94.101.76.55
150,2020-12-19 09:24:49,Cheese - Asiago,$11.06,false,130.161.138.63
151,2021-02-09 12:35:18,Beef Cheek Fresh,$15.81,true,161.38.163.195
152,2020-08-20 11:06:05,Skewers - Bamboo,$29.01,true,122.232.118.140
153,2020-06-29 20:38:38,Filter - Coffee,$19.44,true,13.20.178.188
154,2020-02-20 21:36:18,Chicken - Whole Roasting,$27.81,false,135.58.180.9
155,2020-05-11 04:25:59,Pork - Ham Hocks - Smoked,$12.95,true,231.76.193.214
156,2021-02-11 22:59:28,Pepper - Red Bell,$38.91,true,177.92.60.11
157,2021-01-23 03:31:51,"Shrimp - Baby, Warm Water",$23.24,false,184.194.222.193
158,2020-06-15 00:02:50,Muffin Batt - Choc Chk,$33.72,true,43.18.18.166
159,2020-07-02 09:39:09,Wine - Chateau Bonnet,$8.28,true,34.147.231.203
160,2020-09-05 17:13:14,Beef - Top Sirloin - Aaa,$20.79,true,246.180.141.235
161,2020-03-31 23:53:58,Cumin - Ground,$16.96,false,154.248.193.176
162,2020-09-21 09:15:27,Squash - Acorn,$24.84,false,132.239.59.141
163,2020-04-19 17:36:15,Coffee - Egg Nog Capuccino,$15.77,false,46.229.109.95
164,2021-01-08 09:06:33,Apples - Sliced / Wedge,$27.97,false,155.172.66.210
165,2020-07-02 15:44:17,Squash - Acorn,$38.14,false,211.137.79.114
166,2020-03-30 15:47:31,Muffin - Zero Transfat,$30.77,true,252.177.160.61
167,2020-03-31 11:09:26,Kale - Red,$15.81,true,46.223.219.143
168,2020-10-09 07:49:01,Soup - Campbells Asian Noodle,$28.04,true,32.118.134.181
169,2020-03-17 22:34:42,Island Oasis - Peach Daiquiri,$10.97,false,70.182.240.229
170,2021-02-14 17:03:52,Tea Leaves - Oolong,$16.40,true,24.238.137.26
171,2020-02-17 00:15:10,Chicken Breast Halal,$13.57,true,245.186.149.108
172,2020-07-06 22:31:17,Red Currants,$36.88,true,197.15.131.93
173,2021-01-26 16:29:24,Tuna - Loin,$29.46,true,234.173.217.98
174,2020-05-30 07:04:16,Instant Coffee,$9.77,false,223.234.57.230
175,2020-09-11 21:25:52,"Doilies - 8, Paper",$27.97,false,71.114.204.142
176,2020-12-06 19:50:59,Cheese Cloth,$17.84,true,130.226.85.130
177,2020-06-12 13:33:19,Bread - Sour Batard,$16.05,false,53.63.21.154
178,2020-11-29 05:15:15,"Lamb - Leg, Diced",$11.23,true,22.55.226.122
179,2020-07-09 22:04:45,Hinge W Undercut,$6.01,true,199.152.35.42
180,2020-10-04 22:38:17,Sambuca - Ramazzotti,$14.24,false,212.142.86.196
181,2021-02-22 16:12:59,Mayonnaise,$33.93,false,144.197.201.250
182,2020-05-14 06:40:56,Sage - Rubbed,$11.93,false,9.146.79.200
183,2021-02-05 05:27:08,Ginger - Crystalized,$32.14,true,29.47.1.220
184,2020-08-06 09:18:05,"Stock - Veal, White",$27.95,false,118.169.60.159
185,2020-08-02 17:33:41,Cheese - Wine,$28.83,true,217.59.171.115
186,2020-07-24 10:21:40,Syrup - Kahlua Chocolate,$10.91,true,54.77.159.201
187,2020-02-09 21:17:15,Fiddlehead - Frozen,$29.17,false,164.123.199.13
188,2020-08-04 18:50:28,"Rum - Spiced, Captain Morgan",$23.92,true,205.124.248.94
189,2020-09-22 19:00:43,"Veal - Brisket, Provimi,bnls",$14.53,false,72.244.121.128
190,2020-03-23 11:28:54,Bread - Italian Roll With Herbs,$33.10,false,134.25.105.202
191,2020-04-25 05:25:03,Amaretto,$16.95,false,56.156.179.131
192,2020-10-01 13:53:48,Fondant - Icing,$21.05,false,85.189.77.183
193,2020-10-23 20:41:41,Honey - Liquid,$19.63,true,111.253.158.62
194,2020-05-03 11:58:34,Cassis,$31.10,false,251.233.142.154
195,2021-01-16 16:42:05,"Artichokes - Knobless, White",$6.37,false,182.132.157.233
196,2021-03-01 14:46:26,"Jam - Raspberry,jar",$24.08,false,204.171.231.187
197,2020-03-13 13:41:11,Sesame Seed,$17.60,false,16.164.200.124
198,2020-07-19 02:20:11,"Garlic - Primerba, Paste",$17.58,true,9.86.168.232
199,2021-01-10 19:24:58,Cheese - Mascarpone,$6.38,false,46.78.131.200
200,2020-03-14 14:27:10,Nescafe - Frothy French Vanilla,$39.20,true,138.141.126.225
201,2021-03-04 09:00:22,Island Oasis - Wildberry,$38.70,true,124.27.136.15
202,2020-02-14 09:49:09,Apple - Granny Smith,$12.63,false,133.73.164.142
203,2020-07-30 05:07:26,Glaze - Apricot,$18.53,false,128.4.221.244
204,2020-06-15 18:03:22,Eel - Smoked,$19.75,true,159.70.244.112
205,2020-07-09 12:17:53,"Seedlings - Mix, Organic",$6.42,false,49.52.253.213
206,2020-03-11 09:48:34,"Chicken - Leg, Fresh",$10.72,false,191.0.203.246
207,2021-01-15 09:03:30,Pasta - Canelloni,$23.11,false,124.78.119.30
208,2020-02-16 03:16:03,Olive - Spread Tapenade,$38.47,false,10.210.13.210
209,2020-12-30 07:40:34,Cinnamon - Ground,$25.51,false,168.118.101.100
210,2020-05-08 13:15:11,Basil - Thai,$34.28,false,33.96.4.83
211,2020-05-27 18:04:59,Lumpfish Black,$5.33,false,57.51.104.12
212,2020-04-20 22:51:26,Longos - Grilled Salmon With Bbq,$15.44,false,129.18.232.191
213,2021-02-17 16:26:43,"Yeast - Fresh, Fleischman",$24.15,true,47.82.251.54
214,2020-07-13 21:44:57,Oven Mitts - 15 Inch,$19.41,false,28.120.14.226
215,2020-07-31 11:29:40,Juice - Lemon,$7.37,false,113.255.41.166
216,2020-12-17 06:51:31,Bouq All Italian - Primerba,$22.06,false,132.107.149.245
217,2020-11-30 15:35:06,Chocolate - Dark Callets,$23.12,false,82.28.51.104
218,2020-10-22 17:48:11,Beer - Blue Light,$38.39,true,70.199.10.32
219,2020-10-04 20:27:40,Pear - Halves,$8.15,false,113.240.147.137
220,2020-11-27 08:17:08,"Pasta - Cappellini, Dry",$36.91,false,161.59.33.239
221,2020-06-19 03:51:04,Table Cloth 62x120 Colour,$6.92,false,140.129.227.111
222,2020-11-24 10:39:17,Grapefruit - White,$10.29,false,234.220.13.47
223,2020-09-19 02:13:56,Tea - Jasmin Green,$38.29,false,168.246.166.236
224,2020-11-02 00:00:09,Creme De Menth - White,$17.96,false,154.66.238.139
225,2020-06-27 21:09:26,Beer - Blue,$7.51,true,235.78.180.53
226,2020-08-04 00:01:12,Wine - Duboeuf Beaujolais,$37.41,true,231.31.80.230
227,2020-10-10 06:37:02,Filo Dough,$5.95,true,74.68.136.100
228,2020-10-28 09:11:28,Creme De Menth - White,$16.78,false,79.0.8.207
229,2020-10-31 00:20:49,"Soup - Campbells, Creamy",$19.70,true,229.113.219.18
230,2020-03-28 01:55:46,Nantucket - Pomegranate Pear,$27.26,true,53.182.14.195
231,2020-03-10 05:16:29,Cake - Sheet Strawberry,$27.03,false,117.36.1.91
232,2021-02-12 02:47:15,"Wine - Red, Metus Rose",$9.00,false,185.74.69.151
233,2020-11-24 16:18:18,Veal - Striploin,$35.94,false,1.35.193.75
234,2020-11-07 19:44:15,Cookies - Assorted,$6.61,true,250.222.255.58
235,2020-06-02 08:52:34,Cake Slab,$21.91,false,170.221.248.163
236,2021-02-07 17:42:41,Nescafe - Frothy French Vanilla,$29.06,false,179.124.118.137
237,2020-03-28 01:46:32,Sprouts - China Rose,$14.52,true,189.67.98.77
238,2021-02-06 06:08:57,Dikon,$39.90,true,148.94.154.191
239,2020-04-06 04:13:10,Wine - Balbach Riverside,$25.68,false,183.233.228.22
240,2020-02-27 15:52:20,Ice Cream - Fudge Bars,$22.64,true,201.90.14.7
241,2020-08-13 22:25:04,Gatorade - Fruit Punch,$37.33,false,125.211.82.212
242,2020-12-04 23:59:40,Lemon Balm - Fresh,$6.77,true,57.225.69.22
243,2020-08-05 02:33:31,Wild Boar - Tenderloin,$12.47,true,80.249.177.68
244,2020-11-18 05:16:56,Truffle Cups Green,$38.01,true,216.130.99.92
245,2020-04-30 11:27:52,Corn Meal,$19.41,false,84.122.237.63
246,2020-11-19 18:09:17,"Leeks - Baby, White",$31.79,false,183.167.93.20
247,2020-11-04 15:08:38,Eggplant Italian,$8.59,false,204.43.92.232
248,2020-12-09 07:26:14,Soupfoamcont12oz 112con,$24.78,true,114.71.154.103
249,2020-12-10 01:07:16,Coffee - Cafe Moreno,$34.94,false,81.195.243.46
250,2020-12-25 18:59:30,Mushroom Morel Fresh,$11.56,false,98.183.109.186
251,2021-01-23 18:49:08,Nantucket Apple Juice,$5.32,false,148.141.69.103
252,2020-04-13 10:31:20,Garbag Bags - Black,$33.90,false,149.156.123.91
253,2020-07-27 23:14:55,Tea - Black Currant,$15.52,false,198.152.127.243
254,2020-07-24 03:05:44,Sauce - Fish 25 Ozf Bottle,$10.47,true,122.65.67.143
255,2021-02-14 09:47:58,Carbonated Water - Raspberry,$18.92,true,0.66.227.229
256,2020-07-30 11:18:10,"Zucchini - Mini, Green",$32.70,false,28.172.10.203
257,2020-05-30 10:02:48,Bread - Rye,$23.80,false,175.129.95.9
258,2020-09-11 22:55:28,Beer - Fruli,$39.51,false,149.57.128.69
259,2020-05-13 14:39:57,Dikon,$20.91,true,48.40.61.130
260,2020-05-16 01:30:34,Cabbage - Red,$37.22,false,40.251.41.91
261,2020-09-19 03:46:28,"Napkin - Beverge, White 2 - Ply",$6.18,true,153.37.177.226
262,2021-02-27 18:55:40,Sandwich Wrap,$27.38,true,145.108.211.105
263,2020-10-21 22:14:52,Beans - Kidney White,$39.16,true,63.105.6.169
264,2020-11-28 01:31:02,Cheese Cloth No 60,$9.79,false,199.248.9.76
265,2020-06-11 22:19:42,Tea - English Breakfast,$34.70,true,204.180.229.240
266,2020-02-20 10:02:13,Sea Urchin,$29.08,false,54.186.127.55
267,2020-11-18 07:53:36,Ice Cream Bar - Hagen Daz,$35.67,false,37.9.219.115
268,2020-07-19 17:58:21,Cranberries - Fresh,$23.57,false,1.244.164.202
269,2020-10-10 23:41:50,Buffalo - Striploin,$24.51,false,14.143.69.198
270,2020-02-09 07:59:28,Stainless Steel Cleaner Vision,$28.24,false,141.157.225.46
271,2020-07-30 09:15:49,Icecream - Dstk Cml And Fdg,$20.40,false,88.76.216.222
272,2020-11-16 21:38:29,"Doilies - 5, Paper",$23.82,false,79.242.145.7
273,2020-09-17 09:22:33,"Nut - Almond, Blanched, Ground",$20.61,false,177.253.25.252
274,2020-10-09 20:03:41,Longos - Chicken Curried,$26.18,false,101.255.90.231
275,2020-12-03 15:04:51,Cardamon Seed / Pod,$7.07,true,164.118.179.143
276,2020-09-28 20:42:15,Beer - Labatt Blue,$19.79,false,234.194.162.97
277,2020-05-17 21:10:48,Cheese - Valancey,$9.94,true,233.3.137.213
278,2020-07-08 04:56:36,Truffle Cups Green,$5.12,false,203.228.63.166
279,2020-12-19 11:36:41,"Soup - Knorr, Ministrone",$17.78,false,153.88.116.69
280,2020-05-20 01:34:05,Ecolab - Hobart Upr Prewash Arm,$33.92,false,35.33.84.7
281,2020-06-08 09:04:42,Liquid Aminios Acid - Braggs,$5.92,true,151.66.146.65
282,2020-07-28 12:50:02,Chutney Sauce - Mango,$29.26,false,94.184.203.32
283,2020-05-05 19:57:08,Soup Campbells Split Pea And Ham,$30.56,false,119.17.69.244
284,2020-08-13 02:30:59,"Lamb - Pieces, Diced",$35.83,false,200.134.17.199
285,2020-05-22 14:11:06,Pasta - Angel Hair,$16.47,false,227.5.154.237
286,2020-06-17 11:20:42,Glass Clear 7 Oz Xl,$20.33,false,122.77.236.159
287,2020-07-18 04:46:18,"Pepsi - Diet, 355 Ml",$25.00,false,168.207.205.220
288,2020-11-16 15:39:40,Pork - Smoked Kassler,$14.45,false,78.217.77.60
289,2020-03-25 10:47:16,Oil - Hazelnut,$37.96,false,45.248.21.105
290,2020-11-05 05:00:08,Soup - Campbells Asian Noodle,$11.10,false,204.227.197.208
291,2021-02-08 01:54:54,Table Cloth 53x69 White,$31.82,false,76.9.157.192
292,2021-02-21 23:59:58,Pear - Asian,$5.36,false,210.238.11.250
293,2020-05-27 20:35:41,Wine - Red Oakridge Merlot,$39.30,true,163.227.30.67
294,2020-09-29 01:46:44,Ecolab - Lime - A - Way 4/4 L,$28.61,true,216.135.117.197
295,2020-12-16 05:16:00,Grapes - Red,$20.16,false,146.138.50.21
296,2020-10-29 18:44:48,Onions - White,$15.32,true,211.165.76.110
297,2020-04-17 07:31:00,Wine - Alsace Gewurztraminer,$39.24,true,237.37.200.89
298,2021-01-13 23:05:25,Plastic Wrap,$10.01,false,253.1.87.172
299,2020-04-06 21:05:22,Energy Drink - Redbull 355ml,$5.72,true,97.229.91.151
300,2020-09-12 09:36:59,Rambutan,$8.74,false,71.134.174.209
301,2020-11-22 07:54:51,Sobe - Green Tea,$18.77,true,66.58.83.76
302,2020-06-27 17:22:39,Wine - Domaine Boyar Royal,$32.70,false,15.162.206.172
303,2021-02-21 17:42:06,Cup - Translucent 7 Oz Clear,$16.07,false,110.175.224.46
304,2021-02-10 18:10:31,Sesame Seed Black,$36.46,true,166.28.131.204
305,2021-01-26 04:54:34,Tequila - Sauza Silver,$29.85,true,250.170.147.186
306,2020-03-15 18:21:27,"Rosemary - Primerba, Paste",$14.61,false,107.7.255.30
307,2020-08-07 05:46:05,Steel Wool,$21.11,true,237.155.165.4
308,2020-05-30 17:17:24,Monkfish Fresh - Skin Off,$33.97,false,108.30.196.241
309,2021-02-14 12:32:23,Red Currant Jelly,$14.78,false,234.88.145.15
310,2020-06-10 12:57:03,Carroway Seed,$10.27,true,133.145.115.241
311,2020-11-16 12:06:41,"Turkey - Breast, Smoked",$35.94,false,189.236.180.242
312,2020-04-21 09:06:33,"Quail - Whole, Boneless",$31.02,false,8.175.212.40
313,2021-03-08 19:10:06,"Salsify, Organic",$21.01,true,22.120.85.144
314,2020-02-18 01:38:18,Nantucket - Carrot Orange,$32.40,false,80.46.44.132
315,2020-04-24 05:16:17,Beer - Heinekin,$32.42,false,122.93.118.158
316,2020-11-07 13:30:28,Ecolab - Power Fusion,$24.45,true,139.237.187.176
317,2020-05-20 07:40:01,Pineapple - Golden,$22.97,false,49.26.65.55
318,2020-10-15 09:51:07,Ice Cream Bar - Oreo Sandwich,$25.88,false,107.116.16.79
319,2020-12-13 04:39:32,Glass - Juice Clear 5oz 55005,$39.86,true,84.159.153.70
320,2020-05-07 16:31:56,"Oil - Truffle, Black",$39.30,false,87.228.80.164
321,2020-06-13 10:42:20,Egg - Salad Premix,$20.11,false,124.226.118.252
322,2021-01-06 16:56:34,Wine - Casillero Deldiablo,$6.03,false,157.21.22.191
323,2020-03-19 19:45:27,Tamarind Paste,$8.29,true,145.143.191.153
324,2020-09-18 18:59:05,Myers Planters Punch,$15.65,true,201.49.141.71
325,2020-02-11 04:16:34,Pickle - Dill,$34.61,false,96.252.230.62
326,2020-02-26 17:29:32,Spinach - Baby,$9.08,false,194.185.75.198
327,2020-03-20 16:38:49,Port - 74 Brights,$31.01,true,51.249.105.34
